x coord,y coord,z coord,rho,u,v,w
0.750000,0.316667,0.000000,0.996324,-0.023927,-0.026397,0.000000
0.783333,0.316667,0.000000,0.996446,-0.024178,-0.031258,0.000000
0.816667,0.316667,0.000000,0.996995,-0.023281,-0.035311,0.000000
0.850000,0.316667,0.000000,0.997076,-0.021313,-0.037264,0.000000
0.883333,0.316667,0.000000,0.997726,-0.016332,-0.034496,0.000000
0.916667,0.316667,0.000000,0.997571,-0.009414,-0.023660,0.000000
0.950000,0.316667,0.000000,0.998028,-0.002333,-0.011639,0.000000
0.983333,0.316667,0.000000,0.997366,-0.000473,-0.003433,0.000000
0.016667,0.350000,0.000000,0.998052,-0.000331,0.005309,0.000000
0.050000,0.350000,0.000000,0.997597,-0.001592,0.014838,0.000000
0.083333,0.350000,0.000000,0.997806,-0.005443,0.020956,0.000000
0.116667,0.350000,0.000000,0.997550,-0.008578,0.024785,0.000000
0.150000,0.350000,0.000000,0.997443,-0.012075,0.028754,0.000000
0.183333,0.350000,0.000000,0.997156,-0.014797,0.030517,0.000000
0.216667,0.350000,0.000000,0.996872,-0.017121,0.031016,0.000000
0.250000,0.350000,0.000000,0.996557,-0.018594,0.029300,0.000000
0.283333,0.350000,0.000000,0.996239,-0.019539,0.026729,0.000000
0.316667,0.350000,0.000000,0.995975,-0.019947,0.023086,0.000000
0.350000,0.350000,0.000000,0.995721,-0.020098,0.019440,0.000000
0.383333,0.350000,0.000000,0.995546,-0.020076,0.015510,0.000000
0.416667,0.350000,0.000000,0.995379,-0.020019,0.011884,0.000000
0.450000,0.350000,0.000000,0.995287,-0.019968,0.008171,0.000000
0.483333,0.350000,0.000000,0.995205,-0.019921,0.004713,0.000000
0.516667,0.350000,0.000000,0.995183,-0.019910,0.001106,0.000000
0.550000,0.350000,0.000000,0.995186,-0.019863,-0.002328,0.000000
0.583333,0.350000,0.000000,0.995221,-0.019871,-0.006011,0.000000
0.616667,0.350000,0.000000,0.995314,-0.019808,-0.009545,0.000000
0.650000,0.350000,0.000000,0.995392,-0.019883,-0.013452,0.000000
0.683333,0.350000,0.000000,0.995590,-0.019875,-0.017251,0.000000
