x coord,y coord,z coord,rho,u,v,w
0.716667,0.416667,0.000000,0.995277,-0.013842,-0.021326,0.000000
0.750000,0.416667,0.000000,0.995566,-0.013847,-0.025404,0.000000
0.783333,0.416667,0.000000,0.995642,-0.014415,-0.030589,0.000000
0.816667,0.416667,0.000000,0.996125,-0.014589,-0.036114,0.000000
0.850000,0.416667,0.000000,0.996146,-0.015175,-0.042389,0.000000
0.883333,0.416667,0.000000,0.996918,-0.013601,-0.046678,0.000000
0.916667,0.416667,0.000000,0.996737,-0.010707,-0.043083,0.000000
0.950000,0.416667,0.000000,0.997698,-0.003046,-0.026951,0.000000
0.983333,0.416667,0.000000,0.996505,-0.000503,-0.008326,0.000000
0.016667,0.450000,0.000000,0.997380,-0.000157,0.007386,0.000000
0.050000,0.450000,0.000000,0.997271,-0.000638,0.020799,0.000000
0.083333,0.450000,0.000000,0.997216,-0.002680,0.029366,0.000000
0.116667,0.450000,0.000000,0.997093,-0.004566,0.032592,0.000000
0.150000,0.450000,0.000000,0.996848,-0.006377,0.035728,0.000000
0.183333,0.450000,0.000000,0.996601,-0.007710,0.035855,0.000000
0.216667,0.450000,0.000000,0.996254,-0.008690,0.034792,0.000000
0.250000,0.450000,0.000000,0.995971,-0.009266,0.031506,0.000000
0.283333,0.450000,0.000000,0.995651,-0.009581,0.027860,0.000000
0.316667,0.450000,0.000000,0.995426,-0.009733,0.023505,0.000000
0.350000,0.450000,0.000000,0.995190,-0.009820,0.019577,0.000000
0.383333,0.450000,0.000000,0.995043,-0.009902,0.015564,0.000000
0.416667,0.450000,0.000000,0.994887,-0.009997,0.011997,0.000000
0.450000,0.450000,0.000000,0.994808,-0.010111,0.008320,0.000000
0.483333,0.450000,0.000000,0.994724,-0.010225,0.004910,0.000000
0.516667,0.450000,0.000000,0.994707,-0.010356,0.001274,0.000000
0.550000,0.450000,0.000000,0.994695,-0.010466,-0.002156,0.000000
0.583333,0.450000,0.000000,0.994733,-0.010612,-0.005910,0.000000
0.616667,0.450000,0.000000,0.994800,-0.010699,-0.009423,0.000000
0.650000,0.450000,0.000000,0.994880,-0.010858,-0.013384,0.000000
0.683333,0.450000,0.000000,0.995038,-0.010871,-0.017000,0.000000
0.716667,0.450000,0.000000,0.995132,-0.011065,-0.021237,0.000000
0.750000,0.450000,0.000000,0.995410,-0.011038,-0.025127,0.000000
0.783333,0.450000,0.000000,0.995469,-0.011560,-0.030201,0.000000
0.816667,0.450000,0.000000,0.995931,-0.011738,-0.035600,0.000000
0.850000,0.450000,0.000000,0.995900,-0.012667,-0.042578,0.000000
0.883333,0.450000,0.000000,0.996684,-0.011674,-0.048379,0.000000
0.916667,0.450000,0.000000,0.996412,-0.010043,-0.047853,0.000000
0.950000,0.450000,0.000000,0.997544,-0.003027,-0.031928,0.000000
0.983333,0.450000,0.000000,0.996210,-0.000447,-0.010028,0.000000
0.016667,0.483333,0.000000,0.997150,-0.000094,0.007685,0.000000
0.050000,0.483333,0.000000,0.997192,-0.000260,0.021827,0.000000
0.083333,0.483333,0.000000,0.997027,-0.001522,0.031050,0.000000
0.116667,0.483333,0.000000,0.996980,-0.002934,0.034219,0.000000
0.150000,0.483333,0.000000,0.996680,-0.004189,0.037086,0.000000
0.183333,0.483333,0.000000,0.996483,-0.005140,0.036860,0.000000
0.216667,0.483333,0.000000,0.996106,-0.005789,0.035464,0.000000
0.250000,0.483333,0.000000,0.995864,-0.006202,0.031913,0.000000
0.283333,0.483333,0.000000,0.995527,-0.006419,0.028087,0.000000
0.316667,0.483333,0.000000,0.995336,-0.006561,0.023651,0.000000
0.350000,0.483333,0.000000,0.995085,-0.006648,0.019690,0.000000
0.383333,0.483333,0.000000,0.994962,-0.006749,0.015684,0.000000
0.416667,0.483333,0.000000,0.994789,-0.006848,0.012121,0.000000
0.450000,0.483333,0.000000,0.994729,-0.006968,0.008454,0.000000
0.483333,0.483333,0.000000,0.994626,-0.007090,0.005045,0.000000
0.516667,0.483333,0.000000,0.994625,-0.007238,0.001413,0.000000
0.550000,0.483333,0.000000,0.994592,-0.007385,-0.002011,0.000000
0.583333,0.483333,0.000000,0.994646,-0.007580,-0.005766,0.000000
0.616667,0.483333,0.000000,0.994689,-0.007747,-0.009277,0.000000
0.650000,0.483333,0.000000,0.994785,-0.007989,-0.013268,0.000000
0.683333,0.483333,0.000000,0.994915,-0.008108,-0.016885,0.000000
0.716667,0.483333,0.000000,0.995026,-0.008381,-0.021157,0.000000
0.750000,0.483333,0.000000,0.995268,-0.008403,-0.024920,0.000000
0.783333,0.483333,0.000000,0.995336,-0.008930,-0.029885,0.000000
0.816667,0.483333,0.000000,0.995752,-0.009107,-0.035027,0.000000
0.850000,0.483333,0.000000,0.995693,-0.010272,-0.042448,0.000000
0.883333,0.483333,0.000000,0.996450,-0.009704,-0.049341,0.000000
0.916667,0.483333,0.000000,0.996103,-0.009113,-0.051729,0.000000
0.950000,0.483333,0.000000,0.997335,-0.002895,-0.036601,0.000000
0.983333,0.483333,0.000000,0.995934,-0.000383,-0.011697,0.000000
0.016667,0.516667,0.000000,0.996948,-0.000027,0.007745,0.000000
0.050000,0.516667,0.000000,0.997100,0.000083,0.022229,0.000000
0.083333,0.516667,0.000000,0.996871,-0.000379,0.032057,0.000000
0.116667,0.516667,0.000000,0.996858,-0.001319,0.035262,0.000000
0.150000,0.516667,0.000000,0.996549,-0.002047,0.037950,0.000000
0.183333,0.516667,0.000000,0.996363,-0.002651,0.037457,0.000000
0.216667,0.516667,0.000000,0.995998,-0.003011,0.035865,0.000000
0.250000,0.516667,0.000000,0.995759,-0.003284,0.032137,0.000000
0.283333,0.516667,0.000000,0.995439,-0.003426,0.028226,0.000000
0.316667,0.516667,0.000000,0.995246,-0.003554,0.023734,0.000000
0.350000,0.516667,0.000000,0.995010,-0.003638,0.019771,0.000000
0.383333,0.516667,0.000000,0.994882,-0.003736,0.015763,0.000000
0.416667,0.516667,0.000000,0.994722,-0.003826,0.012220,0.000000
0.450000,0.516667,0.000000,0.994655,-0.003934,0.008561,0.000000
0.483333,0.516667,0.000000,0.994563,-0.004055,0.005182,0.000000
0.516667,0.516667,0.000000,0.994556,-0.004209,0.001568,0.000000
0.550000,0.516667,0.000000,0.994532,-0.004389,-0.001811,0.000000
0.583333,0.516667,0.000000,0.994583,-0.004625,-0.005549,0.000000
0.616667,0.516667,0.000000,0.994631,-0.004867,-0.009014,0.000000
0.650000,0.516667,0.000000,0.994727,-0.005193,-0.013023,0.000000
0.683333,0.516667,0.000000,0.994858,-0.005432,-0.016610,0.000000
0.716667,0.516667,0.000000,0.994971,-0.005818,-0.020940,0.000000
0.750000,0.516667,0.000000,0.995208,-0.005950,-0.024585,0.000000
0.783333,0.516667,0.000000,0.995273,-0.006540,-0.029491,0.000000
0.816667,0.516667,0.000000,0.995673,-0.006753,-0.034274,0.000000
0.850000,0.516667,0.000000,0.995580,-0.008090,-0.041971,0.000000
0.883333,0.516667,0.000000,0.996322,-0.007861,-0.049575,0.000000
0.916667,0.516667,0.000000,0.995899,-0.008079,-0.054653,0.000000
0.950000,0.516667,0.000000,0.997198,-0.002702,-0.040715,0.000000
0.983333,0.516667,0.000000,0.995767,-0.000315,-0.013199,0.000000
0.016667,0.550000,0.000000,0.996799,0.000027,0.007643,0.000000
0.050000,0.550000,0.000000,0.997085,0.000416,0.022178,0.000000
0.083333,0.550000,0.000000,0.996763,0.000733,0.032471,0.000000
0.116667,0.550000,0.000000,0.996826,0.000296,0.035890,0.000000
0.150000,0.550000,0.000000,0.996467,0.000085,0.038432,0.000000
0.183333,0.550000,0.000000,0.996343,-0.000175,0.037828,0.000000
0.216667,0.550000,0.000000,0.995944,-0.000239,0.036107,0.000000
0.250000,0.550000,0.000000,0.995754,-0.000366,0.032331,0.000000
0.283333,0.550000,0.000000,0.995407,-0.000399,0.028363,0.000000
0.316667,0.550000,0.000000,0.995248,-0.000493,0.023865,0.000000
0.350000,0.550000,0.000000,0.994985,-0.000535,0.019876,0.000000
0.383333,0.550000,0.000000,0.994881,-0.000611,0.015874,0.000000
0.416667,0.550000,0.000000,0.994696,-0.000665,0.012323,0.000000
0.450000,0.550000,0.000000,0.994647,-0.000753,0.008684,0.000000
0.483333,0.550000,0.000000,0.994530,-0.000862,0.005322,0.000000
0.516667,0.550000,0.000000,0.994540,-0.001021,0.001747,0.000000
0.550000,0.550000,0.000000,0.994490,-0.001232,-0.001594,0.000000
0.583333,0.550000,0.000000,0.994559,-0.001511,-0.005288,0.000000
0.616667,0.550000,0.000000,0.994577,-0.001835,-0.008709,0.000000
0.650000,0.550000,0.000000,0.994698,-0.002249,-0.012703,0.000000
0.683333,0.550000,0.000000,0.994793,-0.002632,-0.016263,0.000000
0.716667,0.550000,0.000000,0.994935,-0.003158,-0.020637,0.000000
0.750000,0.550000,0.000000,0.995128,-0.003471,-0.024205,0.000000
0.783333,0.550000,0.000000,0.995223,-0.004195,-0.029077,0.000000
0.816667,0.550000,0.000000,0.995567,-0.004528,-0.033495,0.000000
0.850000,0.550000,0.000000,0.995483,-0.006036,-0.041328,0.000000
0.883333,0.550000,0.000000,0.996159,-0.006126,-0.049392,0.000000
0.916667,0.550000,0.000000,0.995714,-0.006996,-0.056872,0.000000
0.950000,0.550000,0.000000,0.996993,-0.002446,-0.044432,0.000000
0.983333,0.550000,0.000000,0.995611,-0.000254,-0.014607,0.000000
0.016667,0.583333,0.000000,0.996671,0.000083,0.007325,0.000000
0.050000,0.583333,0.000000,0.997016,0.000667,0.021512,0.000000
0.083333,0.583333,0.000000,0.996678,0.001697,0.032195,0.000000
0.116667,0.583333,0.000000,0.996751,0.001755,0.035905,0.000000
0.150000,0.583333,0.000000,0.996409,0.002013,0.038435,0.000000
0.183333,0.583333,0.000000,0.996287,0.002084,0.037778,0.000000
0.216667,0.583333,0.000000,0.995914,0.002290,0.036064,0.000000
0.250000,0.583333,0.000000,0.995717,0.002326,0.032294,0.000000
0.283333,0.583333,0.000000,0.995392,0.002394,0.028359,0.000000
0.316667,0.583333,0.000000,0.995220,0.002359,0.023866,0.000000
0.350000,0.583333,0.000000,0.994977,0.002357,0.019892,0.000000
0.383333,0.583333,0.000000,0.994860,0.002320,0.015891,0.000000
0.416667,0.583333,0.000000,0.994692,0.002297,0.012366,0.000000
0.450000,0.583333,0.000000,0.994633,0.002241,0.008755,0.000000
0.483333,0.583333,0.000000,0.994533,0.002145,0.005453,0.000000
0.516667,0.583333,0.000000,0.994536,0.001992,0.001936,0.000000
0.550000,0.583333,0.000000,0.994502,0.001758,-0.001319,0.000000
0.583333,0.583333,0.000000,0.994569,0.001449,-0.004948,0.000000
0.616667,0.583333,0.000000,0.994601,0.001056,-0.008273,0.000000
0.650000,0.583333,0.000000,0.994724,0.000567,-0.012227,0.000000
0.683333,0.583333,0.000000,0.994829,0.000051,-0.015699,0.000000
0.716667,0.583333,0.000000,0.994980,-0.000616,-0.020099,0.000000
0.750000,0.583333,0.000000,0.995175,-0.001133,-0.023549,0.000000
0.783333,0.583333,0.000000,0.995280,-0.002030,-0.028427,0.000000
0.816667,0.583333,0.000000,0.995612,-0.002545,-0.032444,0.000000
0.850000,0.583333,0.000000,0.995526,-0.004215,-0.040355,0.000000
0.883333,0.583333,0.000000,0.996165,-0.004614,-0.048645,0.000000
0.916667,0.583333,0.000000,0.995699,-0.005986,-0.058303,0.000000
0.950000,0.583333,0.000000,0.996949,-0.002193,-0.047517,0.000000
0.983333,0.583333,0.000000,0.995628,-0.000199,-0.015792,0.000000
0.016667,0.616667,0.000000,0.996632,0.000122,0.006922,0.000000
0.050000,0.616667,0.000000,0.997077,0.000911,0.020555,0.000000
0.083333,0.616667,0.000000,0.996669,0.002583,0.031401,0.000000
0.116667,0.616667,0.000000,0.996822,0.003180,0.035572,0.000000
0.150000,0.616667,0.000000,0.996429,0.003933,0.038115,0.000000
0.183333,0.616667,0.000000,0.996382,0.004359,0.037551,0.000000
0.216667,0.616667,0.000000,0.995968,0.004903,0.035873,0.000000
0.250000,0.616667,0.000000,0.995827,0.005147,0.032228,0.000000
0.283333,0.616667,0.000000,0.995461,0.005404,0.028336,0.000000
0.316667,0.616667,0.000000,0.995324,0.005469,0.023903,0.000000
0.350000,0.616667,0.000000,0.995040,0.005570,0.019919,0.000000
0.383333,0.616667,0.000000,0.994945,0.005589,0.015935,0.000000
0.416667,0.616667,0.000000,0.994739,0.005627,0.012406,0.000000
0.450000,0.616667,0.000000,0.994697,0.005603,0.008836,0.000000
0.483333,0.616667,0.000000,0.994561,0.005527,0.005573,0.000000
0.516667,0.616667,0.000000,0.994582,0.005374,0.002134,0.000000
0.550000,0.616667,0.000000,0.994513,0.005110,-0.001050,0.000000
0.583333,0.616667,0.000000,0.994603,0.004762,-0.004587,0.000000
0.616667,0.616667,0.000000,0.994599,0.004280,-0.007827,0.000000
0.650000,0.616667,0.000000,0.994753,0.003702,-0.011700,0.000000
0.683333,0.616667,0.000000,0.994815,0.003020,-0.015082,0.000000
0.716667,0.616667,0.000000,0.995009,0.002190,-0.019453,0.000000
0.750000,0.616667,0.000000,0.995151,0.001403,-0.022795,0.000000
0.783333,0.616667,0.000000,0.995310,0.000271,-0.027658,0.000000
0.816667,0.616667,0.000000,0.995569,-0.000537,-0.031323,0.000000
0.850000,0.616667,0.000000,0.995539,-0.002416,-0.039240,0.000000
0.883333,0.616667,0.000000,0.996074,-0.003171,-0.047653,0.000000
0.916667,0.616667,0.000000,0.995659,-0.004990,-0.059258,0.000000
0.950000,0.616667,0.000000,0.996795,-0.001896,-0.050282,0.000000
0.983333,0.616667,0.000000,0.995605,-0.000156,-0.016902,0.000000
0.016667,0.650000,0.000000,0.996570,0.000159,0.006327,0.000000
0.050000,0.650000,0.000000,0.997000,0.001015,0.019031,0.000000
0.083333,0.650000,0.000000,0.996640,0.003157,0.029942,0.000000
0.116667,0.650000,0.000000,0.996773,0.004247,0.034543,0.000000
0.150000,0.650000,0.000000,0.996434,0.005421,0.037266,0.000000
0.183333,0.650000,0.000000,0.996376,0.006202,0.036796,0.000000
0.216667,0.650000,0.000000,0.996012,0.007047,0.035282,0.000000
0.250000,0.650000,0.000000,0.995852,0.007543,0.031785,0.000000
0.283333,0.650000,0.000000,0.995520,0.007984,0.028042,0.000000
0.316667,0.650000,0.000000,0.995358,0.008200,0.023694,0.000000
0.350000,0.650000,0.000000,0.995100,0.008402,0.019776,0.000000
0.383333,0.650000,0.000000,0.994983,0.008512,0.015829,0.000000
0.416667,0.650000,0.000000,0.994801,0.008611,0.012356,0.000000
0.450000,0.650000,0.000000,0.994745,0.008644,0.008852,0.000000
0.483333,0.650000,0.000000,0.994633,0.008601,0.005686,0.000000
0.516667,0.650000,0.000000,0.994646,0.008473,0.002351,0.000000
0.550000,0.650000,0.000000,0.994603,0.008204,-0.000702,0.000000
0.583333,0.650000,0.000000,0.994690,0.007840,-0.004120,0.000000
0.616667,0.650000,0.000000,0.994713,0.007298,-0.007208,0.000000
0.650000,0.650000,0.000000,0.994872,0.006649,-0.010969,0.000000
0.683333,0.650000,0.000000,0.994958,0.005823,-0.014180,0.000000
0.716667,0.650000,0.000000,0.995166,0.004839,-0.018480,0.000000
0.750000,0.650000,0.000000,0.995320,0.003780,-0.021625,0.000000
0.783333,0.650000,0.000000,0.995504,0.002402,-0.026477,0.000000
0.816667,0.650000,0.000000,0.995753,0.001252,-0.029757,0.000000
0.850000,0.650000,0.000000,0.995755,-0.000839,-0.037696,0.000000
0.883333,0.650000,0.000000,0.996237,-0.001959,-0.046087,0.000000
0.916667,0.650000,0.000000,0.995854,-0.004144,-0.059532,0.000000
0.950000,0.650000,0.000000,0.996908,-0.001632,-0.052397,0.000000
0.983333,0.650000,0.000000,0.995826,-0.000113,-0.017747,0.000000
0.016667,0.683333,0.000000,0.996648,0.000174,0.005787,0.000000
0.050000,0.683333,0.000000,0.997152,0.001152,0.017547,0.000000
0.083333,0.683333,0.000000,0.996727,0.003665,0.028185,0.000000
0.116667,0.683333,0.000000,0.996961,0.005284,0.033304,0.000000
0.150000,0.683333,0.000000,0.996562,0.006972,0.036170,0.000000
0.183333,0.683333,0.000000,0.996606,0.008163,0.035922,0.000000
0.216667,0.683333,0.000000,0.996186,0.009461,0.034537,0.000000
0.250000,0.683333,0.000000,0.996096,0.010294,0.031289,0.000000
0.283333,0.683333,0.000000,0.995705,0.011080,0.027684,0.000000
0.316667,0.683333,0.000000,0.995579,0.011519,0.023485,0.000000
0.350000,0.683333,0.000000,0.995259,0.011928,0.019611,0.000000
0.383333,0.683333,0.000000,0.995160,0.012156,0.015726,0.000000
0.416667,0.683333,0.000000,0.994921,0.012355,0.012277,0.000000
0.450000,0.683333,0.000000,0.994875,0.012438,0.008846,0.000000
0.483333,0.683333,0.000000,0.994714,0.012425,0.005747,0.000000
0.516667,0.683333,0.000000,0.994741,0.012300,0.002529,0.000000
0.550000,0.683333,0.000000,0.994653,0.012000,-0.000416,0.000000
0.583333,0.683333,0.000000,0.994763,0.011592,-0.003684,0.000000
0.616667,0.683333,0.000000,0.994742,0.010944,-0.006636,0.000000
0.650000,0.683333,0.000000,0.994940,0.010190,-0.010229,0.000000
0.683333,0.683333,0.000000,0.994977,0.009153,-0.013273,0.000000
0.716667,0.683333,0.000000,0.995245,0.007971,-0.017412,0.000000
0.750000,0.683333,0.000000,0.995333,0.006550,-0.020359,0.000000
0.783333,0.683333,0.000000,0.995602,0.004859,-0.025125,0.000000
0.816667,0.683333,0.000000,0.995753,0.003241,-0.028088,0.000000
0.850000,0.683333,0.000000,0.995864,0.000863,-0.036009,0.000000
0.883333,0.683333,0.000000,0.996202,-0.000707,-0.044368,0.000000
0.916667,0.683333,0.000000,0.995935,-0.003297,-0.059538,0.000000
0.950000,0.683333,0.000000,0.996811,-0.001300,-0.054362,0.000000
0.983333,0.683333,0.000000,0.995905,-0.000074,-0.018566,0.000000
0.016667,0.716667,0.000000,0.996594,0.000179,0.005041,0.000000
0.050000,0.716667,0.000000,0.996999,0.001054,0.015514,0.000000
0.083333,0.716667,0.000000,0.996692,0.003592,0.025821,0.000000
0.116667,0.716667,0.000000,0.996884,0.005581,0.031213,0.000000
0.150000,0.716667,0.000000,0.996593,0.007625,0.034392,0.000000
0.183333,0.716667,0.000000,0.996613,0.009210,0.034287,0.000000
0.216667,0.716667,0.000000,0.996283,0.010863,0.033151,0.000000
0.250000,0.716667,0.000000,0.996164,0.012093,0.030150,0.000000
0.283333,0.716667,0.000000,0.995830,0.013208,0.026818,0.000000
0.316667,0.716667,0.000000,0.995671,0.013973,0.022835,0.000000
0.350000,0.716667,0.000000,0.995390,0.014626,0.019142,0.000000
0.383333,0.716667,0.000000,0.995263,0.015073,0.015396,0.000000
0.416667,0.716667,0.000000,0.995057,0.015426,0.012078,0.000000
0.450000,0.716667,0.000000,0.994993,0.015641,0.008779,0.000000
0.483333,0.716667,0.000000,0.994866,0.015715,0.005830,0.000000
0.516667,0.716667,0.000000,0.994882,0.015655,0.002773,0.000000
0.550000,0.716667,0.000000,0.994832,0.015382,0.000013,0.000000
0.583333,0.716667,0.000000,0.994938,0.014974,-0.003067,0.000000
0.616667,0.716667,0.000000,0.994959,0.014273,-0.005798,0.000000
0.650000,0.716667,0.000000,0.995161,0.013437,-0.009180,0.000000
0.683333,0.716667,0.000000,0.995240,0.012227,-0.011951,0.000000
0.716667,0.716667,0.000000,0.995525,0.010854,-0.015875,0.000000
0.750000,0.716667,0.000000,0.995643,0.009083,-0.018501,0.000000
0.783333,0.716667,0.000000,0.995947,0.007087,-0.023160,0.000000
0.816667,0.716667,0.000000,0.996095,0.004980,-0.025749,0.000000
0.850000,0.716667,0.000000,0.996270,0.002329,-0.033722,0.000000
0.883333,0.716667,0.000000,0.996550,0.000297,-0.041924,0.000000
0.916667,0.716667,0.000000,0.996352,-0.002682,-0.058878,0.000000
0.950000,0.716667,0.000000,0.997126,-0.001053,-0.055640,0.000000
0.983333,0.716667,0.000000,0.996316,-0.000031,-0.019036,0.000000
0.016667,0.750000,0.000000,0.996806,0.000161,0.004597,0.000000
0.050000,0.750000,0.000000,0.997293,0.001095,0.014131,0.000000
0.083333,0.750000,0.000000,0.996882,0.003610,0.023674,0.000000
0.116667,0.750000,0.000000,0.997228,0.005962,0.029269,0.000000
0.150000,0.750000,0.000000,0.996849,0.008599,0.032550,0.000000
0.183333,0.750000,0.000000,0.997011,0.010696,0.032680,0.000000
0.216667,0.750000,0.000000,0.996604,0.013009,0.031659,0.000000
0.250000,0.750000,0.000000,0.996567,0.014754,0.028942,0.000000
0.283333,0.750000,0.000000,0.996148,0.016427,0.025808,0.000000
0.316667,0.750000,0.000000,0.996018,0.017587,0.022067,0.000000
0.350000,0.750000,0.000000,0.995648,0.018603,0.018516,0.000000
0.383333,0.750000,0.000000,0.995522,0.019276,0.014927,0.000000
0.416667,0.750000,0.000000,0.995236,0.019810,0.011713,0.000000
0.450000,0.750000,0.000000,0.995170,0.020119,0.008557,0.000000
0.483333,0.750000,0.000000,0.994974,0.020247,0.005734,0.000000
0.516667,0.750000,0.000000,0.994997,0.020199,0.002858,0.000000
0.550000,0.750000,0.000000,0.994889,0.019886,0.000264,0.000000
0.583333,0.750000,0.000000,0.995018,0.019422,-0.002583,0.000000
0.616667,0.750000,0.000000,0.994985,0.018581,-0.005103,0.000000
0.650000,0.750000,0.000000,0.995232,0.017604,-0.008192,0.000000
0.683333,0.750000,0.000000,0.995253,0.016113,-0.010692,0.000000
0.716667,0.750000,0.000000,0.995614,0.014487,-0.014277,0.000000
0.750000,0.750000,0.000000,0.995651,0.012248,-0.016593,0.000000
0.783333,0.750000,0.000000,0.996075,0.009888,-0.021024,0.000000
0.816667,0.750000,0.000000,0.996097,0.007160,-0.023330,0.000000
0.850000,0.750000,0.000000,0.996447,0.004159,-0.031310,0.000000
0.883333,0.750000,0.000000,0.996536,0.001514,-0.039362,0.000000
0.916667,0.750000,0.000000,0.996515,-0.002030,-0.058136,0.000000
0.950000,0.750000,0.000000,0.997047,-0.000800,-0.057042,0.000000
0.983333,0.750000,0.000000,0.996375,-0.000004,-0.019586,0.000000
0.016667,0.783333,0.000000,0.996648,0.000108,0.003817,0.000000
0.050000,0.783333,0.000000,0.996942,0.000699,0.012030,0.000000
0.083333,0.783333,0.000000,0.996730,0.002555,0.020962,0.000000
0.116667,0.783333,0.000000,0.997010,0.004835,0.026190,0.000000
0.150000,0.783333,0.000000,0.996824,0.007584,0.029656,0.000000
0.183333,0.783333,0.000000,0.996953,0.010088,0.029844,0.000000
0.216667,0.783333,0.000000,0.996699,0.012828,0.029087,0.000000
0.250000,0.783333,0.000000,0.996639,0.015200,0.026708,0.000000
0.283333,0.783333,0.000000,0.996321,0.017452,0.023984,0.000000
0.316667,0.783333,0.000000,0.996166,0.019246,0.020646,0.000000
0.350000,0.783333,0.000000,0.995860,0.020785,0.017457,0.000000
0.383333,0.783333,0.000000,0.995710,0.021941,0.014185,0.000000
0.416667,0.783333,0.000000,0.995470,0.022842,0.011244,0.000000
0.450000,0.783333,0.000000,0.995384,0.023451,0.008341,0.000000
0.483333,0.783333,0.000000,0.995232,0.023790,0.005759,0.000000
0.516667,0.783333,0.000000,0.995239,0.023887,0.003134,0.000000
0.550000,0.783333,0.000000,0.995179,0.023653,0.000800,0.000000
0.583333,0.783333,0.000000,0.995298,0.023199,-0.001764,0.000000
0.616667,0.783333,0.000000,0.995321,0.022304,-0.003970,0.000000
0.650000,0.783333,0.000000,0.995564,0.021207,-0.006716,0.000000
0.683333,0.783333,0.000000,0.995646,0.019504,-0.008820,0.000000
0.716667,0.783333,0.000000,0.996016,0.017637,-0.012013,0.000000
0.750000,0.783333,0.000000,0.996106,0.014999,-0.013883,0.000000
0.783333,0.783333,0.000000,0.996571,0.012333,-0.018068,0.000000
0.816667,0.783333,0.000000,0.996610,0.009034,-0.019994,0.000000
0.850000,0.783333,0.000000,0.997067,0.005765,-0.028054,0.000000
0.883333,0.783333,0.000000,0.997107,0.002420,-0.035708,0.000000
0.916667,0.783333,0.000000,0.997209,-0.001784,-0.056495,0.000000
0.950000,0.783333,0.000000,0.997610,-0.001090,-0.057656,0.000000
0.983333,0.783333,0.000000,0.996922,-0.000102,-0.019766,0.000000
0.016667,0.816667,0.000000,0.997082,0.000035,0.003832,0.000000
0.050000,0.816667,0.000000,0.997524,0.000641,0.011698,0.000000
0.083333,0.816667,0.000000,0.997104,0.002074,0.019563,0.000000
0.116667,0.816667,0.000000,0.997646,0.004472,0.024248,0.000000
0.150000,0.816667,0.000000,0.997305,0.008107,0.027310,0.000000
0.183333,0.816667,0.000000,0.997602,0.011252,0.027438,0.000000
0.216667,0.816667,0.000000,0.997209,0.014840,0.026553,0.000000
0.250000,0.816667,0.000000,0.997205,0.017797,0.024318,0.000000
0.283333,0.816667,0.000000,0.996747,0.020694,0.021768,0.000000
0.316667,0.816667,0.000000,0.996589,0.022943,0.018736,0.000000
0.350000,0.816667,0.000000,0.996155,0.024929,0.015827,0.000000
0.383333,0.816667,0.000000,0.995984,0.026389,0.012872,0.000000
0.416667,0.816667,0.000000,0.995639,0.027549,0.010207,0.000000
0.450000,0.816667,0.000000,0.995537,0.028318,0.007607,0.000000
0.483333,0.816667,0.000000,0.995302,0.028760,0.005297,0.000000
0.516667,0.816667,0.000000,0.995309,0.028904,0.002989,0.000000
0.550000,0.816667,0.000000,0.995180,0.028645,0.000948,0.000000
0.583333,0.816667,0.000000,0.995320,0.028143,-0.001247,0.000000
0.616667,0.816667,0.000000,0.995279,0.027100,-0.003119,0.000000
0.650000,0.816667,0.000000,0.995572,0.025865,-0.005409,0.000000
0.683333,0.816667,0.000000,0.995581,0.023874,-0.007131,0.000000
0.716667,0.816667,0.000000,0.996041,0.021800,-0.009792,0.000000
0.750000,0.816667,0.000000,0.996030,0.018729,-0.011294,0.000000
0.783333,0.816667,0.000000,0.996653,0.015841,-0.015075,0.000000
0.816667,0.816667,0.000000,0.996535,0.011928,-0.016757,0.000000
0.850000,0.816667,0.000000,0.997267,0.008404,-0.024695,0.000000
0.883333,0.816667,0.000000,0.997064,0.004044,-0.031802,0.000000
0.916667,0.816667,0.000000,0.997490,-0.001229,-0.054571,0.000000
0.950000,0.816667,0.000000,0.997499,-0.001950,-0.058737,0.000000
0.983333,0.816667,0.000000,0.996857,-0.000426,-0.020752,0.000000
0.016667,0.850000,0.000000,0.996592,-0.000210,0.003160,0.000000
0.050000,0.850000,0.000000,0.996711,-0.000525,0.009938,0.000000
0.083333,0.850000,0.000000,0.996584,-0.001286,0.017128,0.000000
0.116667,0.850000,0.000000,0.997015,-0.000159,0.020100,0.000000
0.150000,0.850000,0.000000,0.997034,0.003134,0.022860,0.000000
0.183333,0.850000,0.000000,0.997342,0.007082,0.023063,0.000000
0.216667,0.850000,0.000000,0.997229,0.011604,0.022528,0.000000
0.250000,0.850000,0.000000,0.997259,0.015782,0.020827,0.000000
0.283333,0.850000,0.000000,0.996977,0.019760,0.018839,0.000000
0.316667,0.850000,0.000000,0.996828,0.023101,0.016403,0.000000
0.350000,0.850000,0.000000,0.996492,0.025991,0.014024,0.000000
0.383333,0.850000,0.000000,0.996306,0.028258,0.011570,0.000000
0.416667,0.850000,0.000000,0.996016,0.030048,0.009332,0.000000
0.450000,0.850000,0.000000,0.995889,0.031319,0.007137,0.000000
0.483333,0.850000,0.000000,0.995695,0.032121,0.005190,0.000000
0.516667,0.850000,0.000000,0.995674,0.032496,0.003254,0.000000
0.550000,0.850000,0.000000,0.995590,0.032374,0.001575,0.000000
0.583333,0.850000,0.000000,0.995704,0.031894,-0.000219,0.000000
0.616667,0.850000,0.000000,0.995722,0.030825,-0.001679,0.000000
0.650000,0.850000,0.000000,0.995989,0.029480,-0.003497,0.000000
