x coord,y coord,z coord,rho,U,V,W
0.616667,0.216667,0.316667,0.992234,-0.021079,0.002858,-0.008385
0.650000,0.216667,0.316667,0.992281,-0.020712,0.002617,-0.011103
0.683333,0.216667,0.316667,0.992344,-0.019909,0.002295,-0.013600
0.716667,0.216667,0.316667,0.992406,-0.018609,0.001910,-0.015675
0.750000,0.216667,0.316667,0.992485,-0.016745,0.001487,-0.017079
0.783333,0.216667,0.316667,0.992536,-0.014334,0.001049,-0.017516
0.816667,0.216667,0.316667,0.992617,-0.011427,0.000625,-0.016754
0.850000,0.216667,0.316667,0.992610,-0.008296,0.000247,-0.014638
0.883333,0.216667,0.316667,0.992689,-0.005199,-0.000042,-0.011451
0.916667,0.216667,0.316667,0.992564,-0.002688,-0.000206,-0.007533
0.950000,0.216667,0.316667,0.992698,-0.000873,-0.000217,-0.004156
0.983333,0.216667,0.316667,0.992432,-0.000128,-0.000067,-0.001186
0.016667,0.250000,0.316667,0.992805,-0.000147,-0.001091,0.002097
0.050000,0.250000,0.316667,0.992586,-0.000846,-0.002796,0.005870
0.083333,0.250000,0.316667,0.992663,-0.002363,-0.003946,0.008382
0.116667,0.250000,0.316667,0.992600,-0.004130,-0.004091,0.009910
0.150000,0.250000,0.316667,0.992590,-0.006076,-0.003715,0.010835
0.183333,0.250000,0.316667,0.992540,-0.008011,-0.002969,0.011330
0.216667,0.250000,0.316667,0.992499,-0.009889,-0.002117,0.011480
0.250000,0.250000,0.316667,0.992446,-0.011653,-0.001249,0.011278
0.283333,0.250000,0.316667,0.992396,-0.013293,-0.000426,0.010729
0.316667,0.250000,0.316667,0.992344,-0.014801,0.000342,0.009834
0.350000,0.250000,0.316667,0.992296,-0.016177,0.001044,0.008612
0.383333,0.250000,0.316667,0.992252,-0.017421,0.001667,0.007086
0.416667,0.250000,0.316667,0.992215,-0.018529,0.002196,0.005282
0.450000,0.250000,0.316667,0.992187,-0.019493,0.002618,0.003229
0.483333,0.250000,0.316667,0.992169,-0.020298,0.002920,0.000958
0.516667,0.250000,0.316667,0.992164,-0.020929,0.003097,-0.001500
0.550000,0.250000,0.316667,0.992171,-0.021362,0.003148,-0.004107
0.583333,0.250000,0.316667,0.992192,-0.021567,0.003081,-0.006818
0.616667,0.250000,0.316667,0.992229,-0.021500,0.002908,-0.009569
0.650000,0.250000,0.316667,0.992276,-0.021104,0.002646,-0.012267
0.683333,0.250000,0.316667,0.992340,-0.020301,0.002316,-0.014772
0.716667,0.250000,0.316667,0.992404,-0.019017,0.001939,-0.016882
0.750000,0.250000,0.316667,0.992486,-0.017169,0.001539,-0.018335
0.783333,0.250000,0.316667,0.992540,-0.014755,0.001137,-0.018812
0.816667,0.250000,0.316667,0.992623,-0.011812,0.000754,-0.018043
0.850000,0.250000,0.316667,0.992619,-0.008608,0.000407,-0.015838
0.883333,0.250000,0.316667,0.992699,-0.005410,0.000125,-0.012462
0.916667,0.250000,0.316667,0.992572,-0.002798,-0.000063,-0.008268
0.950000,0.250000,0.316667,0.992706,-0.000906,-0.000127,-0.004589
0.983333,0.250000,0.316667,0.992433,-0.000133,-0.000042,-0.001321
0.016667,0.283333,0.316667,0.992861,-0.000172,-0.001020,0.002106
0.050000,0.283333,0.316667,0.992602,-0.000992,-0.002635,0.005898
0.083333,0.283333,0.316667,0.992694,-0.002751,-0.003678,0.008402
0.116667,0.283333,0.316667,0.992622,-0.004759,-0.003772,0.009902
0.150000,0.283333,0.316667,0.992615,-0.006921,-0.003373,0.010772
0.183333,0.283333,0.316667,0.992560,-0.009011,-0.002638,0.011186
0.216667,0.283333,0.316667,0.992517,-0.010978,-0.001814,0.011228
0.250000,0.283333,0.316667,0.992460,-0.012767,-0.000983,0.010902
0.283333,0.283333,0.316667,0.992406,-0.014377,-0.000198,0.010226
0.316667,0.283333,0.316667,0.992351,-0.015809,0.000533,0.009217
0.350000,0.283333,0.316667,0.992301,-0.017075,0.001195,0.007911
0.383333,0.283333,0.316667,0.992255,-0.018183,0.001777,0.006336
0.416667,0.283333,0.316667,0.992216,-0.019143,0.002261,0.004526
0.450000,0.283333,0.316667,0.992187,-0.019956,0.002632,0.002507
0.483333,0.283333,0.316667,0.992168,-0.020623,0.002882,0.000301
0.516667,0.283333,0.316667,0.992161,-0.021136,0.003007,-0.002071
0.550000,0.283333,0.316667,0.992167,-0.021482,0.003012,-0.004588
0.583333,0.283333,0.316667,0.992187,-0.021636,0.002906,-0.007219
0.616667,0.283333,0.316667,0.992223,-0.021553,0.002706,-0.009915
0.650000,0.283333,0.316667,0.992270,-0.021174,0.002432,-0.012594
0.683333,0.283333,0.316667,0.992334,-0.020411,0.002107,-0.015120
0.716667,0.283333,0.316667,0.992399,-0.019178,0.001755,-0.017288
0.750000,0.283333,0.316667,0.992483,-0.017376,0.001397,-0.018820
0.783333,0.283333,0.316667,0.992539,-0.014989,0.001052,-0.019375
0.816667,0.283333,0.316667,0.992624,-0.012043,0.000732,-0.018655
0.850000,0.283333,0.316667,0.992622,-0.008801,0.000445,-0.016442
0.883333,0.283333,0.316667,0.992702,-0.005543,0.000202,-0.012989
0.916667,0.283333,0.316667,0.992575,-0.002866,0.000023,-0.008656
0.950000,0.283333,0.316667,0.992709,-0.000926,-0.000064,-0.004816
0.983333,0.283333,0.316667,0.992431,-0.000137,-0.000023,-0.001389
0.016667,0.316667,0.316667,0.992908,-0.000189,-0.000902,0.002108
0.050000,0.316667,0.316667,0.992616,-0.001099,-0.002350,0.005907
0.083333,0.316667,0.316667,0.992722,-0.003035,-0.003249,0.008399
0.116667,0.316667,0.316667,0.992642,-0.005210,-0.003297,0.009874
0.150000,0.316667,0.316667,0.992637,-0.007512,-0.002905,0.010700
0.183333,0.316667,0.316667,0.992579,-0.009686,-0.002222,0.011056
0.216667,0.316667,0.316667,0.992534,-0.011687,-0.001470,0.011028
0.250000,0.316667,0.316667,0.992474,-0.013461,-0.000718,0.010630
0.283333,0.316667,0.316667,0.992418,-0.015018,-0.000010,0.009893
0.316667,0.316667,0.316667,0.992360,-0.016365,0.000646,0.008846
0.350000,0.316667,0.316667,0.992308,-0.017524,0.001236,0.007532
0.383333,0.316667,0.316667,0.992260,-0.018513,0.001746,0.005986
0.416667,0.316667,0.316667,0.992221,-0.019351,0.002158,0.004236
0.450000,0.316667,0.316667,0.992190,-0.020051,0.002462,0.002301
0.483333,0.316667,0.316667,0.992169,-0.020621,0.002649,0.000195
0.516667,0.316667,0.316667,0.992161,-0.021064,0.002721,-0.002078
0.550000,0.316667,0.316667,0.992166,-0.021369,0.002684,-0.004508
0.583333,0.316667,0.316667,0.992185,-0.021514,0.002551,-0.007078
0.616667,0.316667,0.316667,0.992220,-0.021451,0.002339,-0.009748
0.650000,0.316667,0.316667,0.992267,-0.021115,0.002070,-0.012439
0.683333,0.316667,0.316667,0.992331,-0.020409,0.001768,-0.015015
0.716667,0.316667,0.316667,0.992397,-0.019237,0.001454,-0.017262
0.750000,0.316667,0.316667,0.992483,-0.017487,0.001150,-0.018886
0.783333,0.316667,0.316667,0.992541,-0.015132,0.000869,-0.019529
0.816667,0.316667,0.316667,0.992628,-0.012191,0.000619,-0.018872
0.850000,0.316667,0.316667,0.992627,-0.008928,0.000398,-0.016682
0.883333,0.316667,0.316667,0.992708,-0.005630,0.000207,-0.013209
0.916667,0.316667,0.316667,0.992580,-0.002910,0.000057,-0.008815
0.950000,0.316667,0.316667,0.992714,-0.000938,-0.000029,-0.004906
0.983333,0.316667,0.316667,0.992433,-0.000138,-0.000013,-0.001413
0.016667,0.350000,0.316667,0.992944,-0.000199,-0.000753,0.002108
0.050000,0.350000,0.316667,0.992629,-0.001169,-0.001981,0.005905
0.083333,0.350000,0.316667,0.992746,-0.003222,-0.002717,0.008386
0.116667,0.350000,0.316667,0.992659,-0.005499,-0.002733,0.009843
0.150000,0.350000,0.316667,0.992656,-0.007878,-0.002375,0.010644
0.183333,0.350000,0.316667,0.992595,-0.010088,-0.001778,0.010969
0.216667,0.350000,0.316667,0.992549,-0.012088,-0.001130,0.010912
0.250000,0.350000,0.316667,0.992486,-0.013831,-0.000487,0.010492
0.283333,0.350000,0.316667,0.992428,-0.015331,0.000116,0.009749
0.316667,0.350000,0.316667,0.992369,-0.016603,0.000672,0.008721
0.350000,0.350000,0.316667,0.992315,-0.017677,0.001166,0.007451
0.383333,0.350000,0.316667,0.992266,-0.018577,0.001586,0.005972
0.416667,0.350000,0.316667,0.992225,-0.019331,0.001917,0.004307
0.450000,0.350000,0.316667,0.992192,-0.019959,0.002149,0.002465
0.483333,0.350000,0.316667,0.992170,-0.020476,0.002278,0.000449
0.516667,0.350000,0.316667,0.992160,-0.020888,0.002307,-0.001747
0.550000,0.350000,0.316667,0.992164,-0.021186,0.002244,-0.004123
0.583333,0.350000,0.316667,0.992181,-0.021347,0.002102,-0.006670
0.616667,0.350000,0.316667,0.992215,-0.021321,0.001898,-0.009350
0.650000,0.350000,0.316667,0.992261,-0.021035,0.001653,-0.012084
0.683333,0.350000,0.316667,0.992326,-0.020386,0.001388,-0.014727
0.716667,0.350000,0.316667,0.992394,-0.019269,0.001124,-0.017058
0.750000,0.350000,0.316667,0.992480,-0.017563,0.000878,-0.018770
0.783333,0.350000,0.316667,0.992540,-0.015234,0.000660,-0.019490
0.816667,0.350000,0.316667,0.992629,-0.012296,0.000474,-0.018890
0.850000,0.350000,0.316667,0.992629,-0.009017,0.000314,-0.016727
0.883333,0.350000,0.316667,0.992711,-0.005690,0.000176,-0.013254
0.916667,0.350000,0.316667,0.992583,-0.002940,0.000061,-0.008840
0.950000,0.350000,0.316667,0.992716,-0.000946,-0.000012,-0.004913
0.983333,0.350000,0.316667,0.992433,-0.000140,-0.000007,-0.001410
0.016667,0.383333,0.316667,0.992971,-0.000204,-0.000589,0.002106
0.050000,0.383333,0.316667,0.992639,-0.001210,-0.001563,0.005898
0.083333,0.383333,0.316667,0.992765,-0.003331,-0.002131,0.008370
0.116667,0.383333,0.316667,0.992673,-0.005661,-0.002127,0.009818
0.150000,0.383333,0.316667,0.992672,-0.008076,-0.001828,0.010609
0.183333,0.383333,0.316667,0.992608,-0.010291,-0.001342,0.010929
0.216667,0.383333,0.316667,0.992561,-0.012275,-0.000821,0.010873
0.250000,0.383333,0.316667,0.992496,-0.013983,-0.000306,0.010466
0.283333,0.383333,0.316667,0.992437,-0.015436,0.000174,0.009754
0.316667,0.383333,0.316667,0.992376,-0.016654,0.000613,0.008774
0.350000,0.383333,0.316667,0.992321,-0.017670,0.001000,0.007570
0.383333,0.383333,0.316667,0.992271,-0.018515,0.001324,0.006167
0.416667,0.383333,0.316667,0.992228,-0.019220,0.001572,0.004582
0.450000,0.383333,0.316667,0.992195,-0.019811,0.001739,0.002816
0.483333,0.383333,0.316667,0.992171,-0.020306,0.001821,0.000862
0.516667,0.383333,0.316667,0.992159,-0.020713,0.001823,-0.001291
0.550000,0.383333,0.316667,0.992161,-0.021022,0.001751,-0.003650
0.583333,0.383333,0.316667,0.992177,-0.021209,0.001620,-0.006205
0.616667,0.383333,0.316667,0.992211,-0.021219,0.001442,-0.008919
0.650000,0.383333,0.316667,0.992257,-0.020978,0.001237,-0.011707
0.683333,0.383333,0.316667,0.992322,-0.020376,0.001022,-0.014419
0.716667,0.383333,0.316667,0.992390,-0.019300,0.000814,-0.016824
0.750000,0.383333,0.316667,0.992478,-0.017626,0.000626,-0.018608
0.783333,0.383333,0.316667,0.992540,-0.015314,0.000466,-0.019388
0.816667,0.383333,0.316667,0.992631,-0.012377,0.000335,-0.018829
0.850000,0.383333,0.316667,0.992632,-0.009083,0.000225,-0.016688
0.883333,0.383333,0.316667,0.992714,-0.005733,0.000130,-0.013220
0.916667,0.383333,0.316667,0.992586,-0.002961,0.000049,-0.008803
0.950000,0.383333,0.316667,0.992719,-0.000952,-0.000006,-0.004883
0.983333,0.383333,0.316667,0.992435,-0.000140,-0.000005,-0.001395
0.016667,0.416667,0.316667,0.992989,-0.000206,-0.000419,0.002103
0.050000,0.416667,0.316667,0.992647,-0.001230,-0.001122,0.005891
0.083333,0.416667,0.316667,0.992779,-0.003386,-0.001523,0.008356
0.116667,0.416667,0.316667,0.992683,-0.005738,-0.001512,0.009801
0.150000,0.416667,0.316667,0.992683,-0.008163,-0.001287,0.010594
0.183333,0.416667,0.316667,0.992618,-0.010370,-0.000930,0.010922
0.216667,0.416667,0.316667,0.992570,-0.012334,-0.000550,0.010884
0.250000,0.416667,0.316667,0.992504,-0.014014,-0.000177,0.010509
0.283333,0.416667,0.316667,0.992444,-0.015434,0.000170,0.009841
0.316667,0.416667,0.316667,0.992382,-0.016618,0.000486,0.008917
0.350000,0.416667,0.316667,0.992326,-0.017601,0.000762,0.007776
0.383333,0.416667,0.316667,0.992275,-0.018417,0.000990,0.006438
0.416667,0.416667,0.316667,0.992231,-0.019100,0.001161,0.004914
0.450000,0.416667,0.316667,0.992196,-0.019677,0.001271,0.003198
0.483333,0.416667,0.316667,0.992171,-0.020168,0.001318,0.001278
0.516667,0.416667,0.316667,0.992158,-0.020581,0.001308,-0.000860
0.550000,0.416667,0.316667,0.992159,-0.020906,0.001245,-0.003223
0.583333,0.416667,0.316667,0.992174,-0.021117,0.001140,-0.005802
0.616667,0.416667,0.316667,0.992206,-0.021157,0.001004,-0.008556
0.650000,0.416667,0.316667,0.992252,-0.020949,0.000850,-0.011395
0.683333,0.416667,0.316667,0.992318,-0.020380,0.000693,-0.014164
0.716667,0.416667,0.316667,0.992387,-0.019332,0.000543,-0.016626
0.750000,0.416667,0.316667,0.992476,-0.017679,0.000412,-0.018461
0.783333,0.416667,0.316667,0.992539,-0.015376,0.000303,-0.019282
0.816667,0.416667,0.316667,0.992631,-0.012436,0.000216,-0.018750
0.850000,0.416667,0.316667,0.992633,-0.009131,0.000146,-0.016623
0.883333,0.416667,0.316667,0.992716,-0.005764,0.000085,-0.013161
0.916667,0.416667,0.316667,0.992588,-0.002977,0.000033,-0.008748
0.950000,0.416667,0.316667,0.992720,-0.000956,-0.000004,-0.004842
0.983333,0.416667,0.316667,0.992435,-0.000141,-0.000003,-0.001378
0.016667,0.450000,0.316667,0.993001,-0.000206,-0.000250,0.002101
0.050000,0.450000,0.316667,0.992653,-0.001238,-0.000674,0.005884
0.083333,0.450000,0.316667,0.992788,-0.003409,-0.000911,0.008347
0.116667,0.450000,0.316667,0.992690,-0.005767,-0.000901,0.009792
0.150000,0.450000,0.316667,0.992691,-0.008190,-0.000762,0.010590
0.183333,0.450000,0.316667,0.992624,-0.010387,-0.000545,0.010930
0.216667,0.450000,0.316667,0.992576,-0.012335,-0.000314,0.010914
0.250000,0.450000,0.316667,0.992509,-0.013995,-0.000088,0.010569
0.283333,0.450000,0.316667,0.992448,-0.015397,0.000121,0.009941
0.316667,0.450000,0.316667,0.992386,-0.016562,0.000311,0.009062
0.350000,0.450000,0.316667,0.992329,-0.017530,0.000475,0.007969
0.383333,0.450000,0.316667,0.992277,-0.018334,0.000610,0.006677
0.416667,0.450000,0.316667,0.992233,-0.019009,0.000709,0.005191
0.450000,0.450000,0.316667,0.992196,-0.019584,0.000771,0.003503
0.483333,0.450000,0.316667,0.992171,-0.020079,0.000796,0.001597
0.516667,0.450000,0.316667,0.992156,-0.020500,0.000784,-0.000540
0.550000,0.450000,0.316667,0.992156,-0.020838,0.000742,-0.002916
0.583333,0.450000,0.316667,0.992171,-0.021066,0.000674,-0.005519
0.616667,0.450000,0.316667,0.992203,-0.021126,0.000589,-0.008304
0.650000,0.450000,0.316667,0.992249,-0.020939,0.000495,-0.011180
0.683333,0.450000,0.316667,0.992315,-0.020390,0.000399,-0.013988
0.716667,0.450000,0.316667,0.992384,-0.019359,0.000310,-0.016487
0.750000,0.450000,0.316667,0.992474,-0.017717,0.000232,-0.018355
0.783333,0.450000,0.316667,0.992538,-0.015418,0.000169,-0.019201
0.816667,0.450000,0.316667,0.992631,-0.012476,0.000119,-0.018686
0.850000,0.450000,0.316667,0.992634,-0.009162,0.000080,-0.016568
0.883333,0.450000,0.316667,0.992717,-0.005784,0.000047,-0.013110
0.916667,0.450000,0.316667,0.992589,-0.002986,0.000018,-0.008701
0.950000,0.450000,0.316667,0.992722,-0.000959,-0.000003,-0.004807
0.983333,0.450000,0.316667,0.992436,-0.000142,-0.000002,-0.001364
0.016667,0.483333,0.316667,0.993006,-0.000205,-0.000083,0.002100
0.050000,0.483333,0.316667,0.992655,-0.001240,-0.000224,0.005881
0.083333,0.483333,0.316667,0.992792,-0.003415,-0.000303,0.008342
0.116667,0.483333,0.316667,0.992693,-0.005774,-0.000299,0.009788
0.150000,0.483333,0.316667,0.992694,-0.008195,-0.000252,0.010590
0.183333,0.483333,0.316667,0.992627,-0.010384,-0.000179,0.010939
0.216667,0.483333,0.316667,0.992578,-0.012324,-0.000102,0.010936
0.250000,0.483333,0.316667,0.992512,-0.013975,-0.000026,0.010610
0.283333,0.483333,0.316667,0.992450,-0.015368,0.000043,0.010004
0.316667,0.483333,0.316667,0.992388,-0.016526,0.000107,0.009151
0.350000,0.483333,0.316667,0.992331,-0.017488,0.000161,0.008083
0.383333,0.483333,0.316667,0.992278,-0.018288,0.000206,0.006813
0.416667,0.483333,0.316667,0.992233,-0.018963,0.000238,0.005346
0.450000,0.483333,0.316667,0.992197,-0.019539,0.000258,0.003669
0.483333,0.483333,0.316667,0.992170,-0.020036,0.000266,0.001768
0.516667,0.483333,0.316667,0.992156,-0.020463,0.000261,-0.000372
0.550000,0.483333,0.316667,0.992155,-0.020808,0.000246,-0.002757
0.583333,0.483333,0.316667,0.992169,-0.021045,0.000223,-0.005374
0.616667,0.483333,0.316667,0.992201,-0.021115,0.000194,-0.008177
0.650000,0.483333,0.316667,0.992247,-0.020937,0.000162,-0.011073
0.683333,0.483333,0.316667,0.992313,-0.020397,0.000130,-0.013900
0.716667,0.483333,0.316667,0.992383,-0.019374,0.000100,-0.016417
0.750000,0.483333,0.316667,0.992473,-0.017737,0.000075,-0.018300
0.783333,0.483333,0.316667,0.992538,-0.015440,0.000054,-0.019157
0.816667,0.483333,0.316667,0.992631,-0.012496,0.000038,-0.018650
0.850000,0.483333,0.316667,0.992634,-0.009177,0.000026,-0.016536
0.883333,0.483333,0.316667,0.992718,-0.005794,0.000015,-0.013081
0.916667,0.483333,0.316667,0.992589,-0.002991,0.000006,-0.008674
0.950000,0.483333,0.316667,0.992722,-0.000960,-0.000001,-0.004788
0.983333,0.483333,0.316667,0.992436,-0.000142,-0.000001,-0.001357
0.016667,0.516667,0.316667,0.993006,-0.000205,0.000083,0.002100
0.050000,0.516667,0.316667,0.992655,-0.001240,0.000224,0.005881
0.083333,0.516667,0.316667,0.992792,-0.003415,0.000303,0.008342
0.116667,0.516667,0.316667,0.992693,-0.005774,0.000299,0.009788
0.150000,0.516667,0.316667,0.992694,-0.008195,0.000252,0.010590
0.183333,0.516667,0.316667,0.992627,-0.010384,0.000179,0.010939
0.216667,0.516667,0.316667,0.992578,-0.012324,0.000102,0.010936
0.250000,0.516667,0.316667,0.992512,-0.013975,0.000026,0.010610
0.283333,0.516667,0.316667,0.992450,-0.015368,-0.000043,0.010004
0.316667,0.516667,0.316667,0.992388,-0.016526,-0.000107,0.009151
0.350000,0.516667,0.316667,0.992331,-0.017488,-0.000161,0.008083
0.383333,0.516667,0.316667,0.992278,-0.018288,-0.000206,0.006813
0.416667,0.516667,0.316667,0.992233,-0.018963,-0.000238,0.005346
0.450000,0.516667,0.316667,0.992197,-0.019539,-0.000258,0.003669
0.483333,0.516667,0.316667,0.992170,-0.020036,-0.000266,0.001768
0.516667,0.516667,0.316667,0.992156,-0.020463,-0.000261,-0.000372
0.550000,0.516667,0.316667,0.992155,-0.020808,-0.000246,-0.002757
0.583333,0.516667,0.316667,0.992169,-0.021045,-0.000223,-0.005374
0.616667,0.516667,0.316667,0.992201,-0.021115,-0.000194,-0.008177
0.650000,0.516667,0.316667,0.992247,-0.020937,-0.000162,-0.011073
0.683333,0.516667,0.316667,0.992313,-0.020397,-0.000130,-0.013900
0.716667,0.516667,0.316667,0.992383,-0.019374,-0.000100,-0.016417
0.750000,0.516667,0.316667,0.992473,-0.017737,-0.000075,-0.018300
0.783333,0.516667,0.316667,0.992538,-0.015440,-0.000054,-0.019157
0.816667,0.516667,0.316667,0.992631,-0.012496,-0.000038,-0.018650
0.850000,0.516667,0.316667,0.992634,-0.009177,-0.000026,-0.016536
0.883333,0.516667,0.316667,0.992718,-0.005794,-0.000015,-0.013081
0.916667,0.516667,0.316667,0.992589,-0.002991,-0.000006,-0.008674
0.950000,0.516667,0.316667,0.992722,-0.000960,0.000001,-0.004788
0.983333,0.516667,0.316667,0.992436,-0.000142,0.000001,-0.001357
0.016667,0.550000,0.316667,0.993001,-0.000206,0.000250,0.002101
0.050000,0.550000,0.316667,0.992653,-0.001238,0.000674,0.005884
0.083333,0.550000,0.316667,0.992788,-0.003409,0.000911,0.008347
0.116667,0.550000,0.316667,0.992690,-0.005767,0.000901,0.009792
0.150000,0.550000,0.316667,0.992691,-0.008190,0.000762,0.010590
0.183333,0.550000,0.316667,0.992624,-0.010387,0.000545,0.010930
0.216667,0.550000,0.316667,0.992576,-0.012335,0.000314,0.010914
0.250000,0.550000,0.316667,0.992509,-0.013995,0.000088,0.010569
0.283333,0.550000,0.316667,0.992448,-0.015397,-0.000121,0.009941
0.316667,0.550000,0.316667,0.992386,-0.016562,-0.000311,0.009062
0.350000,0.550000,0.316667,0.992329,-0.017530,-0.000475,0.007969
0.383333,0.550000,0.316667,0.992277,-0.018334,-0.000610,0.006677
0.416667,0.550000,0.316667,0.992233,-0.019009,-0.000709,0.005191
0.450000,0.550000,0.316667,0.992196,-0.019584,-0.000771,0.003503
0.483333,0.550000,0.316667,0.992171,-0.020079,-0.000796,0.001597
0.516667,0.550000,0.316667,0.992156,-0.020500,-0.000784,-0.000540
0.550000,0.550000,0.316667,0.992156,-0.020838,-0.000742,-0.002916
0.583333,0.550000,0.316667,0.992171,-0.021066,-0.000674,-0.005519
0.616667,0.550000,0.316667,0.992203,-0.021126,-0.000589,-0.008304
0.650000,0.550000,0.316667,0.992249,-0.020939,-0.000495,-0.011180
0.683333,0.550000,0.316667,0.992315,-0.020390,-0.000399,-0.013988
0.716667,0.550000,0.316667,0.992384,-0.019359,-0.000310,-0.016487
0.750000,0.550000,0.316667,0.992474,-0.017717,-0.000232,-0.018355
0.783333,0.550000,0.316667,0.992538,-0.015418,-0.000169,-0.019201
0.816667,0.550000,0.316667,0.992631,-0.012476,-0.000119,-0.018686
0.850000,0.550000,0.316667,0.992634,-0.009162,-0.000080,-0.016568
0.883333,0.550000,0.316667,0.992717,-0.005784,-0.000047,-0.013110
0.916667,0.550000,0.316667,0.992589,-0.002986,-0.000018,-0.008701
0.950000,0.550000,0.316667,0.992722,-0.000959,0.000003,-0.004807
0.983333,0.550000,0.316667,0.992436,-0.000142,0.000002,-0.001364
0.016667,0.583333,0.316667,0.992989,-0.000206,0.000419,0.002103
0.050000,0.583333,0.316667,0.992647,-0.001230,0.001122,0.005891
0.083333,0.583333,0.316667,0.992779,-0.003386,0.001523,0.008356
0.116667,0.583333,0.316667,0.992683,-0.005738,0.001512,0.009801
0.150000,0.583333,0.316667,0.992683,-0.008163,0.001287,0.010594
0.183333,0.583333,0.316667,0.992618,-0.010370,0.000930,0.010922
0.216667,0.583333,0.316667,0.992570,-0.012334,0.000550,0.010884
0.250000,0.583333,0.316667,0.992504,-0.014014,0.000177,0.010509
0.283333,0.583333,0.316667,0.992444,-0.015434,-0.000170,0.009841
0.316667,0.583333,0.316667,0.992382,-0.016618,-0.000486,0.008917
0.350000,0.583333,0.316667,0.992326,-0.017601,-0.000762,0.007776
0.383333,0.583333,0.316667,0.992275,-0.018417,-0.000990,0.006438
0.416667,0.583333,0.316667,0.992231,-0.019100,-0.001161,0.004914
0.450000,0.583333,0.316667,0.992196,-0.019677,-0.001271,0.003198
0.483333,0.583333,0.316667,0.992171,-0.020168,-0.001318,0.001278
0.516667,0.583333,0.316667,0.992158,-0.020581,-0.001308,-0.000860
0.550000,0.583333,0.316667,0.992159,-0.020906,-0.001245,-0.003223
0.583333,0.583333,0.316667,0.992174,-0.021117,-0.001140,-0.005802
0.616667,0.583333,0.316667,0.992206,-0.021157,-0.001004,-0.008556
0.650000,0.583333,0.316667,0.992252,-0.020949,-0.000850,-0.011395
0.683333,0.583333,0.316667,0.992318,-0.020380,-0.000693,-0.014164
0.716667,0.583333,0.316667,0.992387,-0.019332,-0.000543,-0.016626
0.750000,0.583333,0.316667,0.992476,-0.017679,-0.000412,-0.018461
0.783333,0.583333,0.316667,0.992539,-0.015376,-0.000303,-0.019282
0.816667,0.583333,0.316667,0.992631,-0.012436,-0.000216,-0.018750
0.850000,0.583333,0.316667,0.992633,-0.009131,-0.000146,-0.016623
0.883333,0.583333,0.316667,0.992716,-0.005764,-0.000085,-0.013161
0.916667,0.583333,0.316667,0.992588,-0.002977,-0.000033,-0.008748
0.950000,0.583333,0.316667,0.992720,-0.000956,0.000004,-0.004842
0.983333,0.583333,0.316667,0.992435,-0.000141,0.000003,-0.001378
0.016667,0.616667,0.316667,0.992971,-0.000204,0.000589,0.002106
0.050000,0.616667,0.316667,0.992639,-0.001210,0.001563,0.005898
0.083333,0.616667,0.316667,0.992765,-0.003331,0.002131,0.008370
0.116667,0.616667,0.316667,0.992673,-0.005661,0.002127,0.009818
0.150000,0.616667,0.316667,0.992672,-0.008076,0.001828,0.010609
0.183333,0.616667,0.316667,0.992608,-0.010291,0.001342,0.010929
0.216667,0.616667,0.316667,0.992561,-0.012275,0.000821,0.010873
0.250000,0.616667,0.316667,0.992496,-0.013983,0.000306,0.010466
0.283333,0.616667,0.316667,0.992437,-0.015436,-0.000174,0.009754
0.316667,0.616667,0.316667,0.992376,-0.016654,-0.000613,0.008774
0.350000,0.616667,0.316667,0.992321,-0.017670,-0.001000,0.007570
0.383333,0.616667,0.316667,0.992271,-0.018515,-0.001324,0.006167
0.416667,0.616667,0.316667,0.992228,-0.019220,-0.001572,0.004582
0.450000,0.616667,0.316667,0.992195,-0.019811,-0.001739,0.002816
0.483333,0.616667,0.316667,0.992171,-0.020306,-0.001821,0.000862
0.516667,0.616667,0.316667,0.992159,-0.020713,-0.001823,-0.001291
0.550000,0.616667,0.316667,0.992161,-0.021022,-0.001751,-0.003650
0.583333,0.616667,0.316667,0.992177,-0.021209,-0.001620,-0.006205
0.616667,0.616667,0.316667,0.992211,-0.021219,-0.001442,-0.008919
0.650000,0.616667,0.316667,0.992257,-0.020978,-0.001237,-0.011707
0.683333,0.616667,0.316667,0.992322,-0.020376,-0.001022,-0.014419
0.716667,0.616667,0.316667,0.992390,-0.019300,-0.000814,-0.016824
0.750000,0.616667,0.316667,0.992478,-0.017626,-0.000626,-0.018608
0.783333,0.616667,0.316667,0.992540,-0.015314,-0.000466,-0.019388
0.816667,0.616667,0.316667,0.992631,-0.012377,-0.000335,-0.018829
0.850000,0.616667,0.316667,0.992632,-0.009083,-0.000225,-0.016688
0.883333,0.616667,0.316667,0.992714,-0.005733,-0.000130,-0.013220
0.916667,0.616667,0.316667,0.992586,-0.002961,-0.000049,-0.008803
0.950000,0.616667,0.316667,0.992719,-0.000952,0.000006,-0.004883
0.983333,0.616667,0.316667,0.992435,-0.000140,0.000005,-0.001395
0.016667,0.650000,0.316667,0.992944,-0.000199,0.000753,0.002108
0.050000,0.650000,0.316667,0.992629,-0.001169,0.001981,0.005905
0.083333,0.650000,0.316667,0.992746,-0.003222,0.002717,0.008386
0.116667,0.650000,0.316667,0.992659,-0.005499,0.002733,0.009843
0.150000,0.650000,0.316667,0.992656,-0.007878,0.002375,0.010644
0.183333,0.650000,0.316667,0.992595,-0.010088,0.001778,0.010969
